event_ticker,event_title,away_team,home_team,game_classification
KXNCAAMBGAME-26JAN27AAMUPV,Alabama A&M at Prairie View A&M,Alabama A&M,Prairie View A&M,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB25BUTVILL,Butler at Villanova,Butler,Villanova,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN17RUTGWIS,Rutgers at Wisconsin,Rutgers,Wisconsin,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN24UCFCOLO,UCF at Colorado,UCF,Colorado,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN10TTUCOLO,Texas Tech at Colorado,Texas Tech,Colorado,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB26HAWUCD,Hawai'i at UC Davis,Hawaii,UC Davis,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN24NWUCLA,Northwestern at UCLA,Northwestern,UCLA,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB05TARLCBU,Tarleton St. at California Baptist,Tarleton St.,Cal Baptist,mixed_one_mm_one_not
KXNCAAMBGAME-26MAR05HOWNORF,Howard at Norfolk St.,Howard,Norfolk St.,mixed_one_mm_one_not
KXNCAAMBGAME-26MAR06UNIILST,Northern Iowa at Illinois St.,Northern Iowa,Illinois St.,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN29PREHP,Presbyterian at High Point,Presbyterian,High Point,mixed_one_mm_one_not
KXNCAAMBGAME-26MAR05EVANUNI,Evansville at Northern Iowa,Evansville,Northern Iowa,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN14ECUUSF,East Carolina at South Florida,East Carolina,South Florida,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN14PACSCU,Pacific at Santa Clara,Pacific,Santa Clara,mixed_one_mm_one_not
KXNCAAMBGAME-26MAR07SLUGMU,Saint Louis at George Mason,Saint Louis,George Mason,mixed_one_mm_one_not
KXNCAAMBGAME-26MAR07MSMSIE,Mount St. Mary's at Siena,Mount St. Mary's,Siena,mixed_one_mm_one_not
KXNCAAMBGAME-26MAR14JOESVCU,Saint Joseph's at VCU,Saint Joseph's,VCU,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB05IONASIE,Iona at Siena,Iona,Siena,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB25ILSTUNI,Illinois St. at Northern Iowa,Illinois St.,Northern Iowa,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB19MEMUSF,Memphis at South Florida,Memphis,South Florida,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN24MIASYR,Miami (FL) at Syracuse,Miami (FL),Syracuse,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB05OSUMD,Ohio St. at Maryland,Ohio St.,Maryland,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN21WASHNEB,Washington at Nebraska,Washington,Nebraska,mixed_one_mm_one_not
KXNCAAMBGAME-26MAR07CINTCU,Cincinnati at TCU,Cincinnati,TCU,mixed_one_mm_one_not
KXNCAAMBGAME-26MAR07UCLAUSC,UCLA at USC,UCLA,USC,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN14LEHBU,Lehigh at Boston University,Lehigh,Boston University,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN07CREIVILL,Creighton at Villanova,Creighton,Villanova,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN06SJUBUT,St. John's at Butler,St. John's,Butler,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN20MSUORE,Michigan St. at Oregon,Michigan St.,Oregon,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN06CMUAKR,Central Michigan at Akron,Central Michigan,Akron,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB07SMUPITT,SMU at Pittsburgh,SMU,Pittsburgh,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN24VCUDAV,VCU at Davidson,VCU,Davidson,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB07SFSMC,San Francisco at Saint Mary's,San Francisco,Saint Mary's,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB05DENNDSU,Denver at North Dakota St.,Denver,North Dakota St.,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB10ARKLSU,Arkansas at LSU,Arkansas,LSU,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB03PITTUVA,Pittsburgh at Virginia,Pittsburgh,Virginia,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN07ARKMISS,Arkansas at Ole Miss,Arkansas,Ole Miss,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN24UVUCBU,Utah Valley at California Baptist,Utah Valley,Cal Baptist,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN24MORGHOW,Morgan St. at Howard,Morgan St.,Howard,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB24ISUUTAH,Iowa St. at Utah,Iowa St.,Utah,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN30PROVVILL,Providence at Villanova,Providence,Villanova,mixed_one_mm_one_not
KXNCAAMBGAME-26MAR05KENNUTEP,Kennesaw St. at UTEP,Kennesaw St.,UTEP,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN10LSUVAN,LSU at Vanderbilt,LSU,Vanderbilt,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN21NDUNC,Notre Dame at North Carolina,Notre Dame,North Carolina,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB22RMUWRST,Robert Morris at Wright St.,Robert Morris,Wright St.,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB24ASUTCU,Arizona St. at TCU,Arizona St.,TCU,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN27SYRNCST,Syracuse at North Carolina St.,Syracuse,NC State,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN31CINHOU,Cincinnati at Houston,Cincinnati,Houston,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN29JMUTROY,James Madison at Troy,James Madison,Troy,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN20SMUWAKE,SMU at Wake Forest,SMU,Wake Forest,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN31PITTCLEM,Pittsburgh at Clemson,Pittsburgh,Clemson,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN30PENNCLMB,Penn at Columbia,Penn,Columbia,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN29UALRTNST,Little Rock at Tennessee St.,Little Rock,Tennessee St.,mixed_one_mm_one_not
KXNCAAMBGAME-26MAR01RIDSIE,Rider at Siena,Rider,Siena,mixed_one_mm_one_not
KXNCAAMBGAME-26FEB11ALAMISS,Alabama at Ole Miss,Alabama,Ole Miss,mixed_one_mm_one_not
KXNCAAMBGAME-26JAN17WMUAKR,Western Michigan at Akron,Western Michigan,Akron,mixed_one_mm_one_not
