event_ticker,event_title,away_team,home_team,game_classification
KXNCAAMBGAME-26MAR06BGSUEMU,Bowling Green at Eastern Michigan,Bowling Green,Eastern Michigan,neither_mm
KXNCAAMBGAME-26MAR07WCUMER,Western Carolina at Mercer,Western Carolina,Mercer,neither_mm
KXNCAAMBGAME-26FEB21DARTCLMB,Dartmouth at Columbia,Dartmouth,Columbia,neither_mm
KXNCAAMBGAME-26FEB05ELONHAMP,Elon at Hampton,Elon,Hampton,neither_mm
KXNCAAMBGAME-26FEB14ELONWM,Elon at William & Mary,Elon,William & Mary,neither_mm
KXNCAAMBGAME-26JAN23ULMAPP,Louisiana-Monroe at Appalachian St.,Louisiana-Monroe,Appalachian St.,neither_mm
KXNCAAMBGAME-26FEB14MSSTMISS,Mississippi St. at Ole Miss,Mississippi St.,Ole Miss,neither_mm
KXNCAAMBGAME-26FEB09ALSTSOU,Alabama St. at Southern University,Alabama St.,Southern University,neither_mm
KXNCAAMBGAME-26MAR07DAVSBON,Davidson at St. Bonaventure,Davidson,St. Bonaventure,neither_mm
KXNCAAMBGAME-26FEB27CCARJMU,Coastal Carolina at James Madison,Coastal Carolina,James Madison,neither_mm
KXNCAAMBGAME-26FEB18BRADVALP,Bradley at Valparaiso,Bradley,Valparaiso,neither_mm
KXNCAAMBGAME-26FEB18LAFHC,Lafayette at Holy Cross,Lafayette,Holy Cross,neither_mm
KXNCAAMBGAME-26FEB07FSUND,Florida St. at Notre Dame,Florida St.,Notre Dame,neither_mm
KXNCAAMBGAME-26JAN10FRESSDSU,Fresno St. at San Diego St.,Fresno St.,San Diego St.,neither_mm
KXNCAAMBGAME-26FEB19MONTIDST,Montana at Idaho St.,Montana,Idaho St.,neither_mm
KXNCAAMBGAME-26FEB28MVSUARPB,Mississippi Valley St. at Arkansas-Pine Bluff,Mississippi Valley St.,Arkansas-Pine Bluff,neither_mm
KXNCAAMBGAME-26FEB21ECUCHAR,East Carolina at Charlotte,East Carolina,Charlotte,neither_mm
KXNCAAMBGAME-26JAN13FSUSYR,Florida St. at Syracuse,Florida St.,Syracuse,neither_mm
KXNCAAMBGAME-26MAR03NEVWYO,Nevada at Wyoming,Nevada,Wyoming,neither_mm
KXNCAAMBGAME-26FEB21BUFFMASS,Buffalo at UMass,Buffalo,UMass,neither_mm
KXNCAAMBGAME-26JAN24SDSUUNLV,San Diego St. at UNLV,San Diego St.,UNLV,neither_mm
KXNCAAMBGAME-26FEB22TOWSDREX,Towson at Drexel,Towson,Drexel,neither_mm
KXNCAAMBGAME-26MAR07UNCGWOF,UNC Greensboro at Wofford,UNC Greensboro,Wofford,neither_mm
KXNCAAMBGAME-26FEB26CAMPDREX,Campbell at Drexel,Campbell,Drexel,neither_mm
KXNCAAMBGAME-26FEB28DETOAK,Detroit Mercy at Oakland,Detroit Mercy,Oakland,neither_mm
KXNCAAMBGAME-26FEB28PITTCAL,Pittsburgh at California,Pittsburgh,California,neither_mm
KXNCAAMBGAME-26FEB06MURRSIU,Murray St. at Southern Illinois,Murray St.,Southern Illinois,neither_mm
KXNCAAMBGAME-26FEB26ALCNTXSO,Alcorn St. at Texas Southern,Alcorn St.,Texas Southern,neither_mm
KXNCAAMBGAME-26FEB14CLMBPRIN,Columbia at Princeton,Columbia,Princeton,neither_mm
KXNCAAMBGAME-26MAR04ULLJMU,Louisiana at James Madison,Louisiana,James Madison,neither_mm
KXNCAAMBGAME-26JAN19NEMONM,Northeastern at Monmouth,Northeastern,Monmouth,neither_mm
KXNCAAMBGAME-26JAN20AUBMISS,Auburn at Ole Miss,Auburn,Ole Miss,neither_mm
KXNCAAMBGAME-26MAR01RICETEM,Rice at Temple,Rice,Temple,neither_mm
KXNCAAMBGAME-26FEB22SHUMRST,Sacred Heart at Marist,Sacred Heart,Marist,neither_mm
KXNCAAMBGAME-26FEB16MVSUALST,Mississippi Valley St. at Alabama St.,Mississippi Valley St.,Alabama St.,neither_mm
KXNCAAMBGAME-26JAN18TLSAUAB,Tulsa at UAB,Tulsa,UAB,neither_mm
KXNCAAMBGAME-26JAN07UTAHCOLO,Utah at Colorado,Utah,Colorado,neither_mm
KXNCAAMBGAME-26JAN30UNLVNEV,UNLV at Nevada,UNLV,Nevada,neither_mm
KXNCAAMBGAME-26FEB26TEMFAU,Temple at Florida Atlantic,Temple,Florida Atlantic,neither_mm
KXNCAAMBGAME-26FEB14ECURICE,East Carolina at Rice,East Carolina,Rice,neither_mm
KXNCAAMBGAME-26FEB18VMIWOF,VMI at Wofford,VMI,Wofford,neither_mm
KXNCAAMBGAME-26FEB15YSUDET,Youngstown St. at Detroit Mercy,Youngstown St.,Detroit Mercy,neither_mm
KXNCAAMBGAME-26MAR21LIBNEV,Liberty at Nevada,Liberty,Nevada,neither_mm
KXNCAAMBGAME-26FEB18UABTEM,UAB at Temple,UAB,Temple,neither_mm
KXNCAAMBGAME-26FEB19UTMUALR,Tennessee-Martin at Little Rock,Tennessee-Martin,Little Rock,neither_mm
KXNCAAMBGAME-26JAN28CSUSDSU,Colorado St. at San Diego St.,Colorado St.,San Diego St.,neither_mm
KXNCAAMBGAME-26JAN31IDSTWEB,Idaho St. at Weber St.,Idaho St.,Weber St.,neither_mm
KXNCAAMBGAME-26MAR11TEMFAU,Temple at Florida Atlantic,Temple,Florida Atlantic,neither_mm
KXNCAAMBGAME-26FEB21NDPITT,Notre Dame at Pittsburgh,Notre Dame,Pittsburgh,neither_mm
KXNCAAMBGAME-26JAN15USDSEA,San Diego at Seattle,San Diego,Seattle,neither_mm
KXNCAAMBGAME-26JAN10USDPAC,San Diego at Pacific,San Diego,Pacific,neither_mm
KXNCAAMBGAME-26MAR07PREWIN,Presbyterian at Winthrop,Presbyterian,Winthrop,neither_mm
KXNCAAMBGAME-26MAR07GWLCHI,George Washington at Loyola Chicago,George Washington,Loyola Chicago,neither_mm
KXNCAAMBGAME-26JAN29LIBMTU,Liberty at Middle Tennessee,Liberty,Middle Tennessee,neither_mm
KXNCAAMBGAME-26MAR12UCSDCSN,UC San Diego at Cal State Northridge,UC San Diego,Cal State Northridge,neither_mm
KXNCAAMBGAME-26JAN23MHUNHC,Mercyhurst at New Haven,Mercyhurst,New Haven,neither_mm
KXNCAAMBGAME-26MAR01LASDAV,La Salle at Davidson,La Salle,Davidson,neither_mm
KXNCAAMBGAME-26FEB19GASOGAST,Georgia Southern at Georgia St.,Georgia Southern,Georgia St.,neither_mm
KXNCAAMBGAME-26FEB20CANRID,Canisius at Rider,Canisius,Rider,neither_mm
KXNCAAMBGAME-26MAR04EIUSIUE,Eastern Illinois at SIU Edwardsville,Eastern Illinois,SIU Edwardsville,neither_mm
KXNCAAMBGAME-26MAR03GASTULL,Georgia St. at Louisiana,Georgia St.,Louisiana,neither_mm
KXNCAAMBGAME-26MAR03MASSLME,UMass Lowell at Maine,UMass Lowell,Maine,neither_mm
KXNCAAMBGAME-26FEB28RICHLCHI,Richmond at Loyola Chicago,Richmond,Loyola Chicago,neither_mm
KXNCAAMBGAME-26MAR13MASSTOL,UMass at Toledo,UMass,Toledo,neither_mm
KXNCAAMBGAME-26FEB14USAARST,South Alabama at Arkansas St.,South Alabama,Arkansas St.,neither_mm
KXNCAAMBGAME-26JAN31CSUWYO,Colorado St. at Wyoming,Colorado St.,Wyoming,neither_mm
KXNCAAMBGAME-26JAN26JKSTFAMU,Jackson St. at Florida A&M,Jackson St.,Florida A&M,neither_mm
KXNCAAMBGAME-26JAN31OKSTUTAH,Oklahoma St. at Utah,Oklahoma St.,Utah,neither_mm
KXNCAAMBGAME-26MAR01QUINCAN,Quinnipiac at Canisius,Quinnipiac,Canisius,neither_mm
KXNCAAMBGAME-26JAN29MASSLUNH,UMass Lowell at New Hampshire,UMass Lowell,New Hampshire,neither_mm
KXNCAAMBGAME-26FEB14LIBUTEP,Liberty at UTEP,Liberty,UTEP,neither_mm
KXNCAAMBGAME-26FEB05UCRVCSF,UC Riverside at Cal State Fullerton,UC Riverside,Cal State Fullerton,neither_mm
KXNCAAMBGAME-26JAN24NEVUNM,Nevada at New Mexico,Nevada,New Mexico,neither_mm
KXNCAAMBGAME-26FEB25CARKPEAY,Central Arkansas at Austin Peay,Central Arkansas,Austin Peay,neither_mm
KXNCAAMBGAME-26FEB21WASHMD,Washington at Maryland,Washington,Maryland,neither_mm
KXNCAAMBGAME-26FEB07GCUNLV,Grand Canyon at UNLV,Grand Canyon,UNLV,neither_mm
KXNCAAMBGAME-26FEB15OAKRMU,Oakland at Robert Morris,Oakland,Robert Morris,neither_mm
KXNCAAMBGAME-26MAR05AMERBU,American at Boston University,American,Boston University,neither_mm
KXNCAAMBGAME-26MAR04WEBBSCUS,Gardner-Webb at USC Upstate,Gardner-Webb,USC Upstate,neither_mm
KXNCAAMBGAME-26JAN22ULLAPP,Louisiana at Appalachian St.,Louisiana,Appalachian St.,neither_mm
KXNCAAMBGAME-26FEB22HCBUCK,Holy Cross at Bucknell,Holy Cross,Bucknell,neither_mm
KXNCAAMBGAME-26FEB04DUQGMU,Duquesne at George Mason,Duquesne,George Mason,neither_mm
KXNCAAMBGAME-26FEB18WKUDEL,Western Kentucky at Delaware,Western Kentucky,Delaware,neither_mm
KXNCAAMBGAME-26FEB18UWGAEKY,West Georgia at Eastern Kentucky,West Georgia,Eastern Kentucky,neither_mm
KXNCAAMBGAME-26FEB21STANCAL,Stanford at California,Stanford,California,neither_mm
KXNCAAMBGAME-26MAR03WVUKSU,West Virginia at Kansas St.,West Virginia,Kansas St.,neither_mm
KXNCAAMBGAME-26FEB21TXSTULL,Texas St. at Louisiana,Texas St.,Louisiana,neither_mm
KXNCAAMBGAME-26FEB28FSUGT,Florida St. at Georgia Tech,Florida St.,Georgia Tech,neither_mm
KXNCAAMBGAME-26MAR12ARPBSOU,Arkansas-Pine Bluff at Southern University,Arkansas-Pine Bluff,Southern University,neither_mm
KXNCAAMBGAME-26JAN21URIRICH,Rhode Island at Richmond,Rhode Island,Richmond,neither_mm
KXNCAAMBGAME-26JAN16TOLKENT,Toledo at Kent St.,Toledo,Kent St.,neither_mm
KXNCAAMBGAME-26FEB28FIULT,Florida International at Louisiana Tech,Florida International,Louisiana Tech,neither_mm
KXNCAAMBGAME-26MAR11AFANEV,Air Force at Nevada,Air Force,Nevada,neither_mm
KXNCAAMBGAME-26FEB27ODUGAST,Old Dominion at Georgia St.,Old Dominion,Georgia St.,neither_mm
KXNCAAMBGAME-26FEB12MURRINST,Murray St. at Indiana St.,Murray St.,Indiana St.,neither_mm
KXNCAAMBGAME-26FEB03KENTTOL,Kent St. at Toledo,Kent St.,Toledo,neither_mm
KXNCAAMBGAME-26JAN07LMDARMY,Loyola Maryland at Army,Loyola Maryland,Army,neither_mm
KXNCAAMBGAME-26JAN12NCCUMORG,North Carolina Central at Morgan St.,North Carolina Central,Morgan St.,neither_mm
KXNCAAMBGAME-26JAN30PRINCOR,Princeton at Cornell,Princeton,Cornell,neither_mm
KXNCAAMBGAME-26JAN15WICHFAU,Wichita St. at Florida Atlantic,Wichita St.,Florida Atlantic,neither_mm
KXNCAAMBGAME-26JAN21MEMTLSA,Memphis at Tulsa,Memphis,Tulsa,neither_mm
KXNCAAMBGAME-26JAN24ARPBSOU,Arkansas-Pine Bluff at Southern University,Arkansas-Pine Bluff,Southern University,neither_mm
KXNCAAMBGAME-26FEB07FRESNEV,Fresno St. at Nevada,Fresno St.,Nevada,neither_mm
KXNCAAMBGAME-26MAR12CSUSDSU,Colorado St. at San Diego St.,Colorado St.,San Diego St.,neither_mm
KXNCAAMBGAME-26MAR02NCCUUMES,North Carolina Central at Maryland-Eastern Shore,North Carolina Central,Maryland-Eastern Shore,neither_mm
KXNCAAMBGAME-26JAN26MORGNORF,Morgan St. at Norfolk St.,Morgan St.,Norfolk St.,neither_mm
KXNCAAMBGAME-26FEB21CARKFGCU,Central Arkansas at Florida Gulf Coast,Central Arkansas,Florida Gulf Coast,neither_mm
KXNCAAMBGAME-26FEB26ACUTU,Abilene Christian at Utah Tech,Abilene Christian,Utah Tech,neither_mm
KXNCAAMBGAME-26FEB02WEBSAC,Weber St. at Sacramento St.,Weber St.,Sacramento St.,neither_mm
KXNCAAMBGAME-26FEB14CCSUFDU,Central Connecticut St. at FDU,Central Connecticut St.,FDU,neither_mm
KXNCAAMBGAME-26MAR02IDSTSAC,Idaho St. at Sacramento St.,Idaho St.,Sacramento St.,neither_mm
KXNCAAMBGAME-26MAR11TULNMEM,Tulane at Memphis,Tulane,Memphis,neither_mm
KXNCAAMBGAME-26JAN28DEPGTWN,DePaul at Georgetown,DePaul,Georgetown,neither_mm
KXNCAAMBGAME-26JAN13BAYOKST,Baylor at Oklahoma St.,Baylor,Oklahoma St.,neither_mm
KXNCAAMBGAME-26MAR10NMSUJVST,New Mexico St. at Jacksonville St.,New Mexico St.,Jacksonville St.,neither_mm
KXNCAAMBGAME-26FEB03CMUMASS,Central Michigan at UMass,Central Michigan,UMass,neither_mm
KXNCAAMBGAME-26MAR11CALFSU,California at Florida St.,California,Florida St.,neither_mm
KXNCAAMBGAME-26MAR05GRAMALST,Grambling St. at Alabama St.,Grambling St.,Alabama St.,neither_mm
KXNCAAMBGAME-26FEB04TLSAFAU,Tulsa at Florida Atlantic,Tulsa,Florida Atlantic,neither_mm
KXNCAAMBGAME-26MAR21UNLVTLSA,UNLV at Tulsa,UNLV,Tulsa,neither_mm
KXNCAAMBGAME-26JAN29LBSUUCRV,Long Beach St. at UC Riverside,Long Beach St.,UC Riverside,neither_mm
KXNCAAMBGAME-26FEB07ASUCOLO,Arizona St. at Colorado,Arizona St.,Colorado,neither_mm
KXNCAAMBGAME-26JAN30MSMSPC,Mount St. Mary's at Saint Peter's,Mount St. Mary's,Saint Peter's,neither_mm
KXNCAAMBGAME-26FEB21UVMNJIT,Vermont at NJIT,Vermont,NJIT,neither_mm
KXNCAAMBGAME-26FEB18MDNW,Maryland at Northwestern,Maryland,Northwestern,neither_mm
KXNCAAMBGAME-26FEB19EWUSAC,Eastern Washington at Sacramento St.,Eastern Washington,Sacramento St.,neither_mm
KXNCAAMBGAME-26FEB21RADUNCA,Radford at UNC Asheville,Radford,UNC Asheville,neither_mm
KXNCAAMBGAME-26MAR07FGCUCARK,Florida Gulf Coast at Central Arkansas,Florida Gulf Coast,Central Arkansas,neither_mm
KXNCAAMBGAME-26JAN16OHIOBALL,Ohio at Ball St.,Ohio,Ball St.,neither_mm
KXNCAAMBGAME-26JAN08CHSFDU,Chicago St. at FDU,Chicago St.,FDU,neither_mm
KXNCAAMBGAME-26JAN30FAIRIONA,Fairfield at Iona,Fairfield,Iona,neither_mm
KXNCAAMBGAME-26FEB24MASSBALL,UMass at Ball St.,UMass,Ball St.,neither_mm
KXNCAAMBGAME-26FEB21UNCWCAMP,UNC Wilmington at Campbell,UNC Wilmington,Campbell,neither_mm
KXNCAAMBGAME-26FEB28CITWOF,The Citadel at Wofford,The Citadel,Wofford,neither_mm
KXNCAAMBGAME-26FEB18NCCUSCST,North Carolina Central at South Carolina St.,North Carolina Central,South Carolina St.,neither_mm
KXNCAAMBGAME-26FEB10EIUWIU,Eastern Illinois at Western Illinois,Eastern Illinois,Western Illinois,neither_mm
KXNCAAMBGAME-26JAN28DELNMSU,Delaware at New Mexico St.,Delaware,New Mexico St.,neither_mm
KXNCAAMBGAME-26MAR05MTUFIU,Middle Tennessee at Florida International,Middle Tennessee,Florida International,neither_mm
KXNCAAMBGAME-26FEB19PEAYUNF,Austin Peay at North Florida,Austin Peay,North Florida,neither_mm
KXNCAAMBGAME-26JAN06CINWVU,Cincinnati at West Virginia,Cincinnati,West Virginia,neither_mm
KXNCAAMBGAME-26MAR02LAMHCU,Lamar at Houston Christian,Lamar,Houston Christian,neither_mm
KXNCAAMBGAME-26FEB21MSSTSCAR,Mississippi St. at South Carolina,Mississippi St.,South Carolina,neither_mm
KXNCAAMBGAME-26MAR08DREXMONM,Drexel at Monmouth,Drexel,Monmouth,neither_mm
KXNCAAMBGAME-26FEB18JMUCCAR,James Madison at Coastal Carolina,James Madison,Coastal Carolina,neither_mm
KXNCAAMBGAME-26MAR05COOKFAMU,Bethune-Cookman at Florida A&M,Bethune-Cookman,Florida A&M,neither_mm
KXNCAAMBGAME-26MAR06SHUMRMK,Sacred Heart at Merrimack,Sacred Heart,Merrimack,neither_mm
KXNCAAMBGAME-26JAN14DAVGW,Davidson at George Washington,Davidson,George Washington,neither_mm
KXNCAAMBGAME-26MAR21SEAAUB,Seattle at Auburn,Seattle,Auburn,neither_mm
KXNCAAMBGAME-26FEB07NMSUUTEP,New Mexico St. at UTEP,New Mexico St.,UTEP,neither_mm
KXNCAAMBGAME-26MAR09MVSUGRAM,Mississippi Valley St. at Grambling St.,Mississippi Valley St.,Grambling St.,neither_mm
KXNCAAMBGAME-26JAN22CARKUWGA,Central Arkansas at West Georgia,Central Arkansas,West Georgia,neither_mm
KXNCAAMBGAME-26FEB14COPPNCCU,Coppin St. at North Carolina Central,Coppin St.,North Carolina Central,neither_mm
KXNCAAMBGAME-26FEB12UNCALONG,UNC Asheville at Longwood,UNC Asheville,Longwood,neither_mm
KXNCAAMBGAME-26FEB14DELMOSU,Delaware at Missouri St.,Delaware,Missouri St.,neither_mm
KXNCAAMBGAME-26JAN28MSSTLSU,Mississippi St. at LSU,Mississippi St.,LSU,neither_mm
KXNCAAMBGAME-26FEB12BRYMASSL,Bryant at UMass Lowell,Bryant,UMass Lowell,neither_mm
KXNCAAMBGAME-26FEB07PRSTSAC,Portland St. at Sacramento St.,Portland St.,Sacramento St.,neither_mm
KXNCAAMBGAME-26JAN19DREXTOWS,Drexel at Towson,Drexel,Towson,neither_mm
KXNCAAMBGAME-26JAN30MRSTCAN,Marist at Canisius,Marist,Canisius,neither_mm
KXNCAAMBGAME-26JAN08MASSLBRY,UMass Lowell at Bryant,UMass Lowell,Bryant,neither_mm
KXNCAAMBGAME-26MAR07NWMINN,Northwestern at Minnesota,Northwestern,Minnesota,neither_mm
KXNCAAMBGAME-26FEB14SCUSLONG,USC Upstate at Longwood,USC Upstate,Longwood,neither_mm
KXNCAAMBGAME-26MAR10NJITUVM,NJIT at Vermont,NJIT,Vermont,neither_mm
KXNCAAMBGAME-26FEB07SDAKSDST,South Dakota at South Dakota St.,South Dakota,South Dakota St.,neither_mm
KXNCAAMBGAME-26FEB12UTAAC,UT Arlington at Abilene Christian,UT Arlington,Abilene Christian,neither_mm
KXNCAAMBGAME-26FEB14SUUUTA,Southern Utah at UT Arlington,Southern Utah,UT Arlington,neither_mm
KXNCAAMBGAME-26FEB21CSFCSB,Cal State Fullerton at Cal State Bakersfield,Cal State Fullerton,Cal State Bakersfield,neither_mm
KXNCAAMBGAME-26MAR07UTAAC,UT Arlington at Abilene Christian,UT Arlington,Abilene Christian,neither_mm
KXNCAAMBGAME-26JAN06SYRGT,Syracuse at Georgia Tech,Syracuse,Georgia Tech,neither_mm
KXNCAAMBGAME-26FEB23HCUETAM,Houston Christian at East Texas A&M,Houston Christian,East Texas A&M,neither_mm
KXNCAAMBGAME-26FEB15DENNEOM,Denver at Omaha,Denver,Omaha,neither_mm
KXNCAAMBGAME-26FEB11BUARMY,Boston University at Army,Boston University,Army,neither_mm
KXNCAAMBGAME-26FEB21SDSUCSU,San Diego St. at Colorado St.,San Diego St.,Colorado St.,neither_mm
KXNCAAMBGAME-26MAR08ECUUAB,East Carolina at UAB,East Carolina,UAB,neither_mm
KXNCAAMBGAME-26MAR21WICHOKST,Wichita St. at Oklahoma St.,Wichita St.,Oklahoma St.,neither_mm
KXNCAAMBGAME-26JAN24GTWNPROV,Georgetown at Providence,Georgetown,Providence,neither_mm
KXNCAAMBGAME-26JAN28MRSHTXST,Marshall at Texas St.,Marshall,Texas St.,neither_mm
KXNCAAMBGAME-26JAN20OKLASCAR,Oklahoma at South Carolina,Oklahoma,South Carolina,neither_mm
KXNCAAMBGAME-26JAN27ALSTTXSO,Alabama St. at Texas Southern,Alabama St.,Texas Southern,neither_mm
KXNCAAMBGAME-26FEB21UMESCOPP,Maryland-Eastern Shore at Coppin St.,Maryland-Eastern Shore,Coppin St.,neither_mm
KXNCAAMBGAME-26MAR01UICINST,UIC at Indiana St.,UIC,Indiana St.,neither_mm
KXNCAAMBGAME-26FEB07LONGWIN,Longwood at Winthrop,Longwood,Winthrop,neither_mm
KXNCAAMBGAME-26JAN07XAVMARQ,Xavier at Marquette,Xavier,Marquette,neither_mm
KXNCAAMBGAME-26MAR08PSURUTG,Penn St. at Rutgers,Penn St.,Rutgers,neither_mm
KXNCAAMBGAME-26JAN27BSUSJSU,Boise St. at San Jose St.,Boise St.,San Jose St.,neither_mm
KXNCAAMBGAME-26MAR07BUTDEP,Butler at DePaul,Butler,DePaul,neither_mm
KXNCAAMBGAME-26FEB24NWIND,Northwestern at Indiana,Northwestern,Indiana,neither_mm
KXNCAAMBGAME-26FEB03SBONDAY,St. Bonaventure at Dayton,St. Bonaventure,Dayton,neither_mm
KXNCAAMBGAME-26JAN10FORSBON,Fordham at St. Bonaventure,Fordham,St. Bonaventure,neither_mm
KXNCAAMBGAME-26FEB25BELLUNA,Bellarmine at North Alabama,Bellarmine,North Alabama,neither_mm
KXNCAAMBGAME-26FEB11FAURICE,Florida Atlantic at Rice,Florida Atlantic,Rice,neither_mm
KXNCAAMBGAME-26JAN31LTSHSU,Louisiana Tech at Sam Houston,Louisiana Tech,Sam Houston,neither_mm
KXNCAAMBGAME-26JAN06GTWNDEP,Georgetown at DePaul,Georgetown,DePaul,neither_mm
KXNCAAMBGAME-26MAR21JOESCAL,Saint Joseph's at California,Saint Joseph's,California,neither_mm
KXNCAAMBGAME-26MAR12FAUUNT,Florida Atlantic at North Texas,Florida Atlantic,North Texas,neither_mm
KXNCAAMBGAME-26MAR07CAMPSTON,Campbell at Stony Brook,Campbell,Stony Brook,neither_mm
KXNCAAMBGAME-26JAN25CHSMHU,Chicago St. at Mercyhurst,Chicago St.,Mercyhurst,neither_mm
KXNCAAMBGAME-26FEB05EWUMONT,Eastern Washington at Montana,Eastern Washington,Montana,neither_mm
KXNCAAMBGAME-26FEB13CORPRIN,Cornell at Princeton,Cornell,Princeton,neither_mm
KXNCAAMBGAME-26FEB28CLEVRMU,Cleveland St. at Robert Morris,Cleveland St.,Robert Morris,neither_mm
KXNCAAMBGAME-26MAR03EMUBUFF,Eastern Michigan at Buffalo,Eastern Michigan,Buffalo,neither_mm
KXNCAAMBGAME-26MAR12TULNCHAR,Tulane at Charlotte,Tulane,Charlotte,neither_mm
KXNCAAMBGAME-26FEB14NJITME,NJIT at Maine,NJIT,Maine,neither_mm
KXNCAAMBGAME-26FEB28AFAWYO,Air Force at Wyoming,Air Force,Wyoming,neither_mm
KXNCAAMBGAME-26JAN31SOUALCN,Southern University at Alcorn St.,Southern University,Alcorn St.,neither_mm
KXNCAAMBGAME-26FEB21PRESCUS,Presbyterian at USC Upstate,Presbyterian,USC Upstate,neither_mm
KXNCAAMBGAME-26JAN25OREWASH,Oregon at Washington,Oregon,Washington,neither_mm
KXNCAAMBGAME-26FEB11PROVHALL,Providence at Seton Hall,Providence,Seton Hall,neither_mm
KXNCAAMBGAME-26FEB27MRMKCAN,Merrimack at Canisius,Merrimack,Canisius,neither_mm
KXNCAAMBGAME-26FEB26MOSULT,Missouri St. at Louisiana Tech,Missouri St.,Louisiana Tech,neither_mm
KXNCAAMBGAME-26FEB17CMUEMU,Central Michigan at Eastern Michigan,Central Michigan,Eastern Michigan,neither_mm
KXNCAAMBGAME-26MAR07DRKEUIC,Drake at UIC,Drake,UIC,neither_mm
KXNCAAMBGAME-26JAN15NMSULIB,New Mexico St. at Liberty,New Mexico St.,Liberty,neither_mm
KXNCAAMBGAME-26JAN14PORTPEPP,Portland at Pepperdine,Portland,Pepperdine,neither_mm
KXNCAAMBGAME-26FEB09NWSTLAM,Northwestern St. at Lamar,Northwestern St.,Lamar,neither_mm
KXNCAAMBGAME-26FEB03CANNIAG,Canisius at Niagara,Canisius,Niagara,neither_mm
KXNCAAMBGAME-26MAR05MVSUJKST,Mississippi Valley St. at Jackson St.,Mississippi Valley St.,Jackson St.,neither_mm
KXNCAAMBGAME-26FEB14UNOHCU,New Orleans at Houston Christian,New Orleans,Houston Christian,neither_mm
KXNCAAMBGAME-26FEB04ASUUTAH,Arizona St. at Utah,Arizona St.,Utah,neither_mm
KXNCAAMBGAME-26FEB14CSFUCI,Cal State Fullerton at UC Irvine,Cal State Fullerton,UC Irvine,neither_mm
KXNCAAMBGAME-26JAN17STNHMHU,Stonehill at Mercyhurst,Stonehill,Mercyhurst,neither_mm
KXNCAAMBGAME-26MAR04MARQPROV,Marquette at Providence,Marquette,Providence,neither_mm
KXNCAAMBGAME-26FEB22NKUYSU,Northern Kentucky at Youngstown St.,Northern Kentucky,Youngstown St.,neither_mm
KXNCAAMBGAME-26FEB24AUBOKLA,Auburn at Oklahoma,Auburn,Oklahoma,neither_mm
KXNCAAMBGAME-26JAN07RICEWICH,Rice at Wichita St.,Rice,Wichita St.,neither_mm
KXNCAAMBGAME-26FEB07DREXELON,Drexel at Elon,Drexel,Elon,neither_mm
KXNCAAMBGAME-26FEB21SDAKORU,South Dakota at Oral Roberts,South Dakota,Oral Roberts,neither_mm
KXNCAAMBGAME-26JAN31GRAMJKST,Grambling St. at Jackson St.,Grambling St.,Jackson St.,neither_mm
KXNCAAMBGAME-26JAN21TEMRICE,Temple at Rice,Temple,Rice,neither_mm
KXNCAAMBGAME-26FEB21LCHIJOES,Loyola Chicago at Saint Joseph's,Loyola Chicago,Saint Joseph's,neither_mm
KXNCAAMBGAME-26MAR07LTDEL,Louisiana Tech at Delaware,Louisiana Tech,Delaware,neither_mm
KXNCAAMBGAME-26FEB24FRESCSU,Fresno St. at Colorado St.,Fresno St.,Colorado St.,neither_mm
KXNCAAMBGAME-26MAR03SDSUBSU,San Diego St. at Boise St.,San Diego St.,Boise St.,neither_mm
KXNCAAMBGAME-26FEB14GTND,Georgia Tech at Notre Dame,Georgia Tech,Notre Dame,neither_mm
KXNCAAMBGAME-26MAR05UCSDCSF,UC San Diego at Cal State Fullerton,UC San Diego,Cal State Fullerton,neither_mm
KXNCAAMBGAME-26JAN31GTWNBUT,Georgetown at Butler,Georgetown,Butler,neither_mm
KXNCAAMBGAME-26FEB23IWNWST,Incarnate Word at Northwestern St.,Incarnate Word,Northwestern St.,neither_mm
KXNCAAMBGAME-26FEB25PITTSTAN,Pittsburgh at Stanford,Pittsburgh,Stanford,neither_mm
KXNCAAMBGAME-26JAN24GMUURI,George Mason at Rhode Island,George Mason,Rhode Island,neither_mm
KXNCAAMBGAME-26FEB04SDAKUMKC,South Dakota at Kansas City,South Dakota,Kansas City,neither_mm
KXNCAAMBGAME-26JAN29NJITALBY,NJIT at University at Albany,NJIT,University at Albany,neither_mm
KXNCAAMBGAME-26FEB19MONMUNCW,Monmouth at UNC Wilmington,Monmouth,UNC Wilmington,neither_mm
KXNCAAMBGAME-26JAN31NJITUVM,NJIT at Vermont,NJIT,Vermont,neither_mm
KXNCAAMBGAME-26FEB28PEAYBELL,Austin Peay at Bellarmine,Austin Peay,Bellarmine,neither_mm
KXNCAAMBGAME-26FEB16ARPBAAMU,Arkansas-Pine Bluff at Alabama A&M,Arkansas-Pine Bluff,Alabama A&M,neither_mm
KXNCAAMBGAME-26MAR04SBONGW,St. Bonaventure at George Washington,St. Bonaventure,George Washington,neither_mm
KXNCAAMBGAME-26JAN30SHUQUIN,Sacred Heart at Quinnipiac,Sacred Heart,Quinnipiac,neither_mm
KXNCAAMBGAME-26FEB12USTNEOM,St. Thomas at Omaha,St. Thomas,Omaha,neither_mm
