away_team,away_team_clean,close_time,determination_time,dollar_open_interest,dollar_volume,event_series_ticker,event_subtitle,event_ticker,event_title,expected_expiration_time,expiration_time,game,game_classification,game_clean,home_team,home_team_clean,last_price,market_id,market_source_type,no_ask,no_bid,no_subtitle,open_interest,open_time,opponent,opponent_clean,platform,result,round,settlement_time,status,team,team_clean,ticker,title,volume,yes_ask,yes_bid,yes_subtitle
Miami (FL),Miami (FL),2026-03-22T18:19:24Z,2026-03-22T18:19:26Z,4990931,8491020,KXNCAAMBGAME,,KXNCAAMBGAME-26MAR22MIAPUR,Miami (FL) at Purdue,2026-03-22T20:00:00Z,,Miami (FL) vs Purdue,both_mm,Miami (FL) vs Purdue,Purdue,Purdue,0.01,f71beec9-e3e7-4d5d-a6a4-1c8702e758c7,game_winner,,,Miami (FL),9981862,2026-03-21T04:36:00Z,Purdue,Purdue,kalshi,no,,2026-03-22T18:24:31Z,closed,Miami (FL),Miami (FL),KXNCAAMBGAME-26MAR22MIAPUR-MIA,Miami (FL) at Purdue Winner?,16982040,,,Miami (FL)
Miami (FL),Miami (FL),2026-03-22T18:19:24Z,2026-03-22T18:19:26Z,4149689,7440406,KXNCAAMBGAME,,KXNCAAMBGAME-26MAR22MIAPUR,Miami (FL) at Purdue,2026-03-22T20:00:00Z,,Miami (FL) vs Purdue,both_mm,Miami (FL) vs Purdue,Purdue,Purdue,0.99,3f8c7565-0e80-477e-9a18-bb6b830c13e7,game_winner,,,Purdue,8299378,2026-03-21T04:36:00Z,Miami (FL),Miami (FL),kalshi,yes,,2026-03-22T18:24:31Z,closed,Purdue,Purdue,KXNCAAMBGAME-26MAR22MIAPUR-PUR,Miami (FL) at Purdue Winner?,14880812,,,Purdue
Kentucky,Kentucky,2026-03-22T20:57:09Z,2026-03-22T20:57:12Z,6912131,10578737,KXNCAAMBGAME,,KXNCAAMBGAME-26MAR22UKISU,Kentucky at Iowa St.,2026-03-22T20:00:00Z,,Kentucky vs Iowa St.,both_mm,Kentucky vs Iowa State,Iowa St.,Iowa State,0.99,a2d41c70-66bb-41b7-86d9-1171eb9d8f90,game_winner,,,Iowa St.,13824262,2026-03-20T21:26:00Z,Kentucky,Kentucky,kalshi,yes,,2026-03-22T21:02:21Z,closed,Iowa St.,Iowa State,KXNCAAMBGAME-26MAR22UKISU-ISU,Kentucky at Iowa St. Winner?,21157474,,,Iowa St.
Kentucky,Kentucky,2026-03-22T20:57:09Z,2026-03-22T20:57:12Z,4369594,7385766,KXNCAAMBGAME,,KXNCAAMBGAME-26MAR22UKISU,Kentucky at Iowa St.,2026-03-22T20:00:00Z,,Kentucky vs Iowa St.,both_mm,Kentucky vs Iowa State,Iowa St.,Iowa State,0.01,31a6fb53-e7ee-42b3-8f1b-f78af0424741,game_winner,,,Kentucky,8739188,2026-03-20T21:26:00Z,Iowa St.,Iowa State,kalshi,no,,2026-03-22T21:02:21Z,closed,Kentucky,Kentucky,KXNCAAMBGAME-26MAR22UKISU-UK,Kentucky at Iowa St. Winner?,14771532,,,Kentucky
St. John's,Saint John's,2026-03-22T23:38:57Z,2026-03-22T23:39:00Z,5610000,10452598,KXNCAAMBGAME,,KXNCAAMBGAME-26MAR22SJUKU,St. John's at Kansas,2026-03-22T20:00:00Z,,St. John's vs Kansas,both_mm,Saint John's vs Kansas,Kansas,Kansas,0.01,6074cae7-5416-40ad-bd20-0bd1b705e066,game_winner,,,Kansas,11220000,2026-03-21T04:25:00Z,St. John's,Saint John's,kalshi,no,,2026-03-22T23:44:01Z,closed,Kansas,Kansas,KXNCAAMBGAME-26MAR22SJUKU-KU,St. John's at Kansas Winner?,20905196,,,Kansas
St. John's,Saint John's,2026-03-22T23:38:57Z,2026-03-22T23:39:00Z,4742983,8494213,KXNCAAMBGAME,,KXNCAAMBGAME-26MAR22SJUKU,St. John's at Kansas,2026-03-22T20:00:00Z,,St. John's vs Kansas,both_mm,Saint John's vs Kansas,Kansas,Kansas,0.99,7e84fc03-b821-4d74-9675-ebcc86320cc6,game_winner,,,St. John's,9485966,2026-03-21T04:25:00Z,Kansas,Kansas,kalshi,yes,,2026-03-22T23:44:01Z,closed,St. John's,Saint John's,KXNCAAMBGAME-26MAR22SJUKU-SJU,St. John's at Kansas Winner?,16988426,,,St. John's
Tennessee,Tennessee,2026-03-23T00:38:24Z,2026-03-23T00:38:26Z,3298357,6451225,KXNCAAMBGAME,,KXNCAAMBGAME-26MAR22TENNUVA,Tennessee at Virginia,2026-03-22T20:00:00Z,,Tennessee vs Virginia,both_mm,Tennessee vs Virginia,Virginia,Virginia,0.99,af181ac6-4216-4d5c-8ce4-8105a8eda13a,game_winner,,,Tennessee,6596714,2026-03-20T22:46:00Z,Virginia,Virginia,kalshi,yes,,2026-03-23T00:43:31Z,closed,Tennessee,Tennessee,KXNCAAMBGAME-26MAR22TENNUVA-TENN,Tennessee at Virginia Winner?,12902450,,,Tennessee
Tennessee,Tennessee,2026-03-23T00:38:24Z,2026-03-23T00:38:26Z,5855272,9795872,KXNCAAMBGAME,,KXNCAAMBGAME-26MAR22TENNUVA,Tennessee at Virginia,2026-03-22T20:00:00Z,,Tennessee vs Virginia,both_mm,Tennessee vs Virginia,Virginia,Virginia,0.01,6ec4bc37-2411-46e3-90fe-75cdac1032f2,game_winner,,,Virginia,11710544,2026-03-20T22:46:00Z,Tennessee,Tennessee,kalshi,no,,2026-03-23T00:43:31Z,closed,Virginia,Virginia,KXNCAAMBGAME-26MAR22TENNUVA-UVA,Tennessee at Virginia Winner?,19591744,,,Virginia
Iowa,Iowa,2026-03-23T01:35:24Z,2026-03-23T01:35:26Z,6915774,12614333,KXNCAAMBGAME,,KXNCAAMBGAME-26MAR22IOWAFLA,Iowa at Florida,2026-03-22T20:00:00Z,,Iowa vs Florida,both_mm,Iowa vs Florida,Florida,Florida,0.01,54fb2ba9-c70c-41ee-ac33-6d93606a176e,game_winner,,,Florida,13831548,2026-03-21T03:57:00Z,Iowa,Iowa,kalshi,no,,2026-03-23T01:40:32Z,closed,Florida,Florida,KXNCAAMBGAME-26MAR22IOWAFLA-FLA,Iowa at Florida Winner?,25228666,,,Florida
Iowa,Iowa,2026-03-23T01:35:24Z,2026-03-23T01:35:26Z,5338716,12052530,KXNCAAMBGAME,,KXNCAAMBGAME-26MAR22IOWAFLA,Iowa at Florida,2026-03-22T20:00:00Z,,Iowa vs Florida,both_mm,Iowa vs Florida,Florida,Florida,0.99,62c474a6-fd4e-4f1e-bdbd-dbb982d12efa,game_winner,,,Iowa,10677432,2026-03-21T03:57:00Z,Florida,Florida,kalshi,yes,,2026-03-23T01:40:32Z,closed,Iowa,Iowa,KXNCAAMBGAME-26MAR22IOWAFLA-IOWA,Iowa at Florida Winner?,24105060,,,Iowa
Utah St.,Utah State,2026-03-23T02:40:29Z,2026-03-23T02:40:31Z,4245023,7549255,KXNCAAMBGAME,,KXNCAAMBGAME-26MAR22USUARIZ,Utah St. at Arizona,2026-03-22T20:00:00Z,,Utah St. vs Arizona,both_mm,Utah State vs Arizona,Arizona,Arizona,0.99,842d3e5a-c660-455f-b93c-fe7b02a3f7c8,game_winner,,,Arizona,8490046,2026-03-20T22:46:00Z,Utah St.,Utah State,kalshi,yes,,2026-03-23T02:45:41Z,closed,Arizona,Arizona,KXNCAAMBGAME-26MAR22USUARIZ-ARIZ,Utah St. at Arizona Winner?,15098510,,,Arizona
Utah St.,Utah State,2026-03-23T02:40:29Z,2026-03-23T02:40:31Z,4766133,7258953,KXNCAAMBGAME,,KXNCAAMBGAME-26MAR22USUARIZ,Utah St. at Arizona,2026-03-22T20:00:00Z,,Utah St. vs Arizona,both_mm,Utah State vs Arizona,Arizona,Arizona,0.01,1c7734be-b23c-4ae0-a08d-9367189fde30,game_winner,,,Utah St.,9532266,2026-03-20T22:46:00Z,Arizona,Arizona,kalshi,no,,2026-03-23T02:45:41Z,closed,Utah St.,Utah State,KXNCAAMBGAME-26MAR22USUARIZ-USU,Utah St. at Arizona Winner?,14517906,,,Utah St.
Texas Tech,Texas Tech,2026-03-23T04:23:02Z,2026-03-23T04:23:04Z,3171272,5370357,KXNCAAMBGAME,,KXNCAAMBGAME-26MAR22TTUALA,Texas Tech at Alabama,2026-03-22T20:00:00Z,,Texas Tech vs Alabama,both_mm,Texas Tech vs Alabama,Alabama,Alabama,0.99,8332a629-a090-4388-8b67-06c68dcf5ada,game_winner,,,Alabama,6342544,2026-03-20T21:36:00Z,Texas Tech,Texas Tech,kalshi,yes,,2026-03-23T04:28:11Z,closed,Alabama,Alabama,KXNCAAMBGAME-26MAR22TTUALA-ALA,Texas Tech at Alabama Winner?,10740714,,,Alabama
Texas Tech,Texas Tech,2026-03-23T04:23:02Z,2026-03-23T04:23:04Z,5060906,6793617,KXNCAAMBGAME,,KXNCAAMBGAME-26MAR22TTUALA,Texas Tech at Alabama,2026-03-22T20:00:00Z,,Texas Tech vs Alabama,both_mm,Texas Tech vs Alabama,Alabama,Alabama,0.01,7af16af5-6e7e-4cd6-80bf-4c50bc6a01f6,game_winner,,,Texas Tech,10121812,2026-03-20T21:36:00Z,Alabama,Alabama,kalshi,no,,2026-03-23T04:28:11Z,closed,Texas Tech,Texas Tech,KXNCAAMBGAME-26MAR22TTUALA-TTU,Texas Tech at Alabama Winner?,13587234,,,Texas Tech
Iowa,Iowa,2026-03-27T01:27:55Z,2026-03-27T01:27:57Z,2829312,5682620,KXNCAAMBGAME,,KXNCAAMBGAME-26MAR26IOWANEB,Iowa at Nebraska,2026-03-26T20:00:00Z,,Iowa vs Nebraska,both_mm,Iowa vs Nebraska,Nebraska,Nebraska,0.99,97b42551-cfb8-48eb-9fe8-a1c407c8f2b8,game_winner,,,Iowa,5658624,2026-03-23T01:45:00Z,Nebraska,Nebraska,kalshi,yes,,2026-03-27T01:32:58Z,closed,Iowa,Iowa,KXNCAAMBGAME-26MAR26IOWANEB-IOWA,Iowa at Nebraska Winner?,11365240,,,Iowa
Iowa,Iowa,2026-03-27T01:27:55Z,2026-03-27T01:27:57Z,4303158,7646910,KXNCAAMBGAME,,KXNCAAMBGAME-26MAR26IOWANEB,Iowa at Nebraska,2026-03-26T20:00:00Z,,Iowa vs Nebraska,both_mm,Iowa vs Nebraska,Nebraska,Nebraska,0.01,9edddd86-0d1e-4916-96af-ce046b4da3ef,game_winner,,,Nebraska,8606316,2026-03-23T01:45:00Z,Iowa,Iowa,kalshi,no,,2026-03-27T01:32:58Z,closed,Nebraska,Nebraska,KXNCAAMBGAME-26MAR26IOWANEB-NEB,Iowa at Nebraska Winner?,15293820,,,Nebraska
Texas,Texas,2026-03-27T01:33:47Z,2026-03-27T01:33:49Z,4232849,7754683,KXNCAAMBGAME,,KXNCAAMBGAME-26MAR26TEXPUR,Texas at Purdue,2026-03-26T20:00:00Z,,Texas vs Purdue,both_mm,Texas vs Purdue,Purdue,Purdue,0.99,f6254c6d-0130-4c41-98bb-0674fb71d472,game_winner,,,Purdue,8465698,2026-03-22T18:26:00Z,Texas,Texas,kalshi,yes,,2026-03-27T01:38:58Z,closed,Purdue,Purdue,KXNCAAMBGAME-26MAR26TEXPUR-PUR,Texas at Purdue Winner?,15509366,,,Purdue
Texas,Texas,2026-03-27T01:33:47Z,2026-03-27T01:33:49Z,6871655,11687766,KXNCAAMBGAME,,KXNCAAMBGAME-26MAR26TEXPUR,Texas at Purdue,2026-03-26T20:00:00Z,,Texas vs Purdue,both_mm,Texas vs Purdue,Purdue,Purdue,0.01,8824e139-41bd-4214-bcd8-0bb5c7a6cdbf,game_winner,,,Texas,13743310,2026-03-22T18:26:00Z,Purdue,Purdue,kalshi,no,,2026-03-27T01:38:58Z,closed,Texas,Texas,KXNCAAMBGAME-26MAR26TEXPUR-TEX,Texas at Purdue Winner?,23375532,,,Texas
Illinois,Illinois,2026-03-27T04:18:43Z,2026-03-27T04:18:45Z,11029324,15566648,KXNCAAMBGAME,,KXNCAAMBGAME-26MAR26ILLHOU,Illinois at Houston,2026-03-26T20:00:00Z,,Illinois vs Houston,both_mm,Illinois vs Houston,Houston,Houston,0.01,4372b73d-bc41-4c9c-97b0-865e74f6db9a,game_winner,,,Houston,22058648,2026-03-22T02:26:00Z,Illinois,Illinois,kalshi,no,,2026-03-27T04:23:48Z,closed,Houston,Houston,KXNCAAMBGAME-26MAR26ILLHOU-HOU,Illinois at Houston Winner?,31133296,,,Houston
Illinois,Illinois,2026-03-27T04:18:43Z,2026-03-27T04:18:45Z,4709724,8965686,KXNCAAMBGAME,,KXNCAAMBGAME-26MAR26ILLHOU,Illinois at Houston,2026-03-26T20:00:00Z,,Illinois vs Houston,both_mm,Illinois vs Houston,Houston,Houston,0.99,0c5afceb-5a26-471d-aa51-e2a86e5d9374,game_winner,,,Illinois,9419448,2026-03-22T02:26:00Z,Houston,Houston,kalshi,yes,,2026-03-27T04:23:48Z,closed,Illinois,Illinois,KXNCAAMBGAME-26MAR26ILLHOU-ILL,Illinois at Houston Winner?,17931372,,,Illinois
Arkansas,Arkansas,2026-03-27T04:26:20Z,2026-03-27T04:26:22Z,3577745,4609761,KXNCAAMBGAME,,KXNCAAMBGAME-26MAR26ARKARIZ,Arkansas at Arizona,2026-03-26T20:00:00Z,,Arkansas vs Arizona,both_mm,Arkansas vs Arizona,Arizona,Arizona,0.99,c5557089-c213-4c8c-851d-ffb702783088,game_winner,,,Arizona,7155490,2026-03-23T02:45:00Z,Arkansas,Arkansas,kalshi,yes,,2026-03-27T04:31:28Z,closed,Arizona,Arizona,KXNCAAMBGAME-26MAR26ARKARIZ-ARIZ,Arkansas at Arizona Winner?,9219522,,,Arizona
Arkansas,Arkansas,2026-03-27T04:26:20Z,2026-03-27T04:26:22Z,6084844,7594841,KXNCAAMBGAME,,KXNCAAMBGAME-26MAR26ARKARIZ,Arkansas at Arizona,2026-03-26T20:00:00Z,,Arkansas vs Arizona,both_mm,Arkansas vs Arizona,Arizona,Arizona,0.01,0ebb4350-1ed0-405d-b5a5-5e11ba4da338,game_winner,,,Arkansas,12169688,2026-03-23T02:45:00Z,Arizona,Arizona,kalshi,no,,2026-03-27T04:31:28Z,closed,Arkansas,Arkansas,KXNCAAMBGAME-26MAR26ARKARIZ-ARK,Arkansas at Arizona Winner?,15189682,,,Arkansas
St. John's,Saint John's,2026-03-28T01:27:13Z,2026-03-28T01:28:35Z,6489532,11961699,KXNCAAMBGAME,,KXNCAAMBGAME-26MAR27SJUDUKE,St. John's at Duke,2026-03-27T20:00:00Z,,St. John's vs Duke,both_mm,Saint John's vs Duke,Duke,Duke,0.99,d745a425-4329-4dc0-93d9-0aeba01d6ff9,game_winner,,,Duke,12979064,2026-03-22T23:45:00Z,St. John's,Saint John's,kalshi,yes,,2026-03-28T01:33:38Z,closed,Duke,Duke,KXNCAAMBGAME-26MAR27SJUDUKE-DUKE,St. John's at Duke Winner?,23923398,,,Duke
St. John's,Saint John's,2026-03-28T01:27:13Z,2026-03-28T01:28:35Z,7144040,13171929,KXNCAAMBGAME,,KXNCAAMBGAME-26MAR27SJUDUKE,St. John's at Duke,2026-03-27T20:00:00Z,,St. John's vs Duke,both_mm,Saint John's vs Duke,Duke,Duke,0.01,a2b79557-ccd1-4b41-80f3-143aa10fd7df,game_winner,,,St. John's,14288080,2026-03-22T23:45:00Z,Duke,Duke,kalshi,no,,2026-03-28T01:33:38Z,closed,St. John's,Saint John's,KXNCAAMBGAME-26MAR27SJUDUKE-SJU,St. John's at Duke Winner?,26343858,,,St. John's
Alabama,Alabama,2026-03-28T02:09:26Z,2026-03-28T02:09:28Z,5096588,7516059,KXNCAAMBGAME,,KXNCAAMBGAME-26MAR27ALAMICH,Alabama at Michigan,2026-03-28T02:35:00Z,,Alabama vs Michigan,both_mm,Alabama vs Michigan,Michigan,Michigan,0.01,e322a852-276f-42f5-b868-f47cd1c2422f,game_winner,,,Alabama,10193176,2026-03-23T04:26:00Z,Michigan,Michigan,kalshi,no,,2026-03-28T02:14:38Z,closed,Alabama,Alabama,KXNCAAMBGAME-26MAR27ALAMICH-ALA,Alabama at Michigan Winner?,15032118,,,Alabama
Alabama,Alabama,2026-03-28T02:09:26Z,2026-03-28T02:09:28Z,3097236,4500343,KXNCAAMBGAME,,KXNCAAMBGAME-26MAR27ALAMICH,Alabama at Michigan,2026-03-28T02:35:00Z,,Alabama vs Michigan,both_mm,Alabama vs Michigan,Michigan,Michigan,0.99,7debf811-8bbc-40d7-b380-b7c0ad5c5bc9,game_winner,,,Michigan,6194472,2026-03-23T04:26:00Z,Alabama,Alabama,kalshi,yes,,2026-03-28T02:14:38Z,closed,Michigan,Michigan,KXNCAAMBGAME-26MAR27ALAMICH-MICH,Alabama at Michigan Winner?,9000686,,,Michigan
Michigan St.,Michigan State,2026-03-28T04:15:58Z,2026-03-28T04:16:03Z,5580932,10664524,KXNCAAMBGAME,,KXNCAAMBGAME-26MAR27MSUCONN,Michigan St. at UConn,2026-03-28T04:45:00Z,,Michigan St. vs UConn,both_mm,Michigan State vs UConn,UConn,UConn,0.99,6dd5e8e8-3e42-4d79-a17f-98cc1b4ecda0,game_winner,,,UConn,11161864,2026-03-23T03:36:00Z,Michigan St.,Michigan State,kalshi,yes,,2026-03-28T04:21:08Z,closed,UConn,UConn,KXNCAAMBGAME-26MAR27MSUCONN-CONN,Michigan St. at UConn Winner?,21329048,,,UConn
Michigan St.,Michigan State,2026-03-28T04:15:58Z,2026-03-28T04:16:03Z,6849039,12180790,KXNCAAMBGAME,,KXNCAAMBGAME-26MAR27MSUCONN,Michigan St. at UConn,2026-03-28T04:45:00Z,,Michigan St. vs UConn,both_mm,Michigan State vs UConn,UConn,UConn,0.01,07f7fd3e-5d51-41f0-b80f-3994ed73f8c4,game_winner,,,Michigan St.,13698078,2026-03-23T03:36:00Z,UConn,UConn,kalshi,no,,2026-03-28T04:21:08Z,closed,Michigan St.,Michigan State,KXNCAAMBGAME-26MAR27MSUCONN-MSU,Michigan St. at UConn Winner?,24361580,,,Michigan St.
Tennessee,Tennessee,2026-03-28T04:50:14Z,2026-03-28T04:50:15Z,6575986,10549719,KXNCAAMBGAME,,KXNCAAMBGAME-26MAR27TENNISU,Tennessee at Iowa St.,2026-03-27T20:00:00Z,,Tennessee vs Iowa St.,both_mm,Tennessee vs Iowa State,Iowa St.,Iowa State,0.01,1b6af032-043c-4870-8b45-7ca7d067c826,game_winner,,,Iowa St.,13151972,2026-03-23T00:45:00Z,Tennessee,Tennessee,kalshi,no,,2026-03-28T04:55:18Z,closed,Iowa St.,Iowa State,KXNCAAMBGAME-26MAR27TENNISU-ISU,Tennessee at Iowa St. Winner?,21099438,,,Iowa St.
Tennessee,Tennessee,2026-03-28T04:50:14Z,2026-03-28T04:50:15Z,3553014,7141958,KXNCAAMBGAME,,KXNCAAMBGAME-26MAR27TENNISU,Tennessee at Iowa St.,2026-03-27T20:00:00Z,,Tennessee vs Iowa St.,both_mm,Tennessee vs Iowa State,Iowa St.,Iowa State,0.99,33dcc893-c901-4cdb-9743-799a4744cfbd,game_winner,,,Tennessee,7106028,2026-03-23T00:45:00Z,Iowa St.,Iowa State,kalshi,yes,,2026-03-28T04:55:18Z,closed,Tennessee,Tennessee,KXNCAAMBGAME-26MAR27TENNISU-TENN,Tennessee at Iowa St. Winner?,14283916,,,Tennessee
Iowa,Iowa,2026-03-29T00:29:52Z,2026-03-29T00:29:56Z,5093654,8618286,KXNCAAMBGAME,,KXNCAAMBGAME-26MAR28IOWAILL,Iowa at Illinois,2026-03-29T01:09:00Z,,Iowa vs Illinois,both_mm,Iowa vs Illinois,Illinois,Illinois,0.99,55b32b9f-2b1e-4e6e-834e-06ecf334170e,game_winner,,,Illinois,10187308,2026-03-27T04:25:00Z,Iowa,Iowa,kalshi,yes,,2026-03-29T00:35:14Z,closed,Illinois,Illinois,KXNCAAMBGAME-26MAR28IOWAILL-ILL,Iowa at Illinois Winner?,17236572,,,Illinois
Iowa,Iowa,2026-03-29T00:29:52Z,2026-03-29T00:29:56Z,6966965,10554991,KXNCAAMBGAME,,KXNCAAMBGAME-26MAR28IOWAILL,Iowa at Illinois,2026-03-29T01:09:00Z,,Iowa vs Illinois,both_mm,Iowa vs Illinois,Illinois,Illinois,0.01,a648c499-4a37-4b56-9e2a-5a7ac4cc08f6,game_winner,,,Iowa,13933930,2026-03-27T04:25:00Z,Illinois,Illinois,kalshi,no,,2026-03-29T00:35:14Z,closed,Iowa,Iowa,KXNCAAMBGAME-26MAR28IOWAILL-IOWA,Iowa at Illinois Winner?,21109982,,,Iowa
Purdue,Purdue,2026-03-29T03:06:44Z,2026-03-29T03:06:46Z,8916625,15428562,KXNCAAMBGAME,,KXNCAAMBGAME-26MAR28PURARIZ,Purdue at Arizona,2026-03-29T03:49:00Z,,Purdue vs Arizona,both_mm,Purdue vs Arizona,Arizona,Arizona,0.99,593cb070-8cf6-4119-9984-f8ad5b155c6e,game_winner,,,Arizona,17833250,2026-03-27T04:35:00Z,Purdue,Purdue,kalshi,yes,,2026-03-29T03:11:48Z,closed,Arizona,Arizona,KXNCAAMBGAME-26MAR28PURARIZ-ARIZ,Purdue at Arizona Winner?,30857124,,,Arizona
Purdue,Purdue,2026-03-29T03:06:44Z,2026-03-29T03:06:46Z,7783503,12149509,KXNCAAMBGAME,,KXNCAAMBGAME-26MAR28PURARIZ,Purdue at Arizona,2026-03-29T03:49:00Z,,Purdue vs Arizona,both_mm,Purdue vs Arizona,Arizona,Arizona,0.01,17a2ad1f-8488-42e9-ad32-cf58558fc8bf,game_winner,,,Purdue,15567006,2026-03-27T04:35:00Z,Arizona,Arizona,kalshi,no,,2026-03-29T03:11:48Z,closed,Purdue,Purdue,KXNCAAMBGAME-26MAR28PURARIZ-PUR,Purdue at Arizona Winner?,24299018,,,Purdue
Tennessee,Tennessee,2026-03-29T20:42:10Z,2026-03-29T20:42:12Z,4650667,6738987,KXNCAAMBGAME,,KXNCAAMBGAME-26MAR29TENNMICH,Tennessee at Michigan,2026-03-29T21:15:00Z,,Tennessee vs Michigan,both_mm,Tennessee vs Michigan,Michigan,Michigan,0.99,e649fac3-fef6-4ec6-9539-8a9f54f48320,game_winner,,,Michigan,9301334,2026-03-28T04:55:00Z,Tennessee,Tennessee,kalshi,yes,,2026-03-29T20:47:18Z,closed,Michigan,Michigan,KXNCAAMBGAME-26MAR29TENNMICH-MICH,Tennessee at Michigan Winner?,13477974,,,Michigan
Tennessee,Tennessee,2026-03-29T20:42:10Z,2026-03-29T20:42:12Z,4573627,5698014,KXNCAAMBGAME,,KXNCAAMBGAME-26MAR29TENNMICH,Tennessee at Michigan,2026-03-29T21:15:00Z,,Tennessee vs Michigan,both_mm,Tennessee vs Michigan,Michigan,Michigan,0.01,af960c28-a14d-48fc-9bbe-6f13e9d558cb,game_winner,,,Tennessee,9147254,2026-03-28T04:55:00Z,Michigan,Michigan,kalshi,no,,2026-03-29T20:47:18Z,closed,Tennessee,Tennessee,KXNCAAMBGAME-26MAR29TENNMICH-TENN,Tennessee at Michigan Winner?,11396028,,,Tennessee
UConn,UConn,2026-03-29T23:23:23Z,2026-03-29T23:23:25Z,9753097,20033031,KXNCAAMBGAME,,KXNCAAMBGAME-26MAR29CONNDUKE,UConn at Duke,2026-03-30T00:05:00Z,,UConn vs Duke,both_mm,UConn vs Duke,Duke,Duke,0.99,f7dfa622-38d7-4ff6-8c47-6f7f36efce4a,game_winner,,,UConn,19506194,2026-03-28T04:25:00Z,Duke,Duke,kalshi,yes,,2026-03-29T23:28:28Z,closed,UConn,UConn,KXNCAAMBGAME-26MAR29CONNDUKE-CONN,UConn at Duke Winner?,40066062,,,UConn
UConn,UConn,2026-03-29T23:23:23Z,2026-03-29T23:23:25Z,8431289,16554326,KXNCAAMBGAME,,KXNCAAMBGAME-26MAR29CONNDUKE,UConn at Duke,2026-03-30T00:05:00Z,,UConn vs Duke,both_mm,UConn vs Duke,Duke,Duke,0.01,760f3852-fe98-45c6-b4c9-a2f29cdfb94f,game_winner,,,Duke,16862578,2026-03-28T04:25:00Z,UConn,UConn,kalshi,no,,2026-03-29T23:28:28Z,closed,Duke,Duke,KXNCAAMBGAME-26MAR29CONNDUKE-DUKE,UConn at Duke Winner?,33108652,,,Duke
Texas,Texas,2026-03-31T17:00:00Z,,4183058,7686900,KXNCAAMBGAME,,KXNCAAMBGAME-26MAR17TEXNCST,Texas at NC St.,2026-03-17T20:00:00Z,,Texas vs NC State,both_mm,Texas vs NC State,NC State,NC State,0.01,a24b9e88-5d09-4834-9659-50c0fe4b5dcd,game_winner,,,NC St.,8366116,2026-03-15T23:15:00Z,Texas,Texas,kalshi,,,2026-03-18T04:05:29Z,closed,NC St.,NC State,KXNCAAMBGAME-26MAR17TEXNCST-NCST,Texas at NC St. Winner?,15373800,,,NC St.
Texas,Texas,2026-03-31T17:00:00Z,,3702974,7244810,KXNCAAMBGAME,,KXNCAAMBGAME-26MAR17TEXNCST,Texas at NC St.,2026-03-17T20:00:00Z,,Texas vs NC State,both_mm,Texas vs NC State,NC State,NC State,0.99,7314eb70-dd6b-417e-b8a0-53175cff2be0,game_winner,,,Texas,7405948,2026-03-15T23:15:00Z,NC State,NC State,kalshi,,,2026-03-18T04:05:29Z,closed,Texas,Texas,KXNCAAMBGAME-26MAR17TEXNCST-TEX,Texas at NC St. Winner?,14489620,,,Texas
Akron,Akron,2026-04-03T17:00:00Z,,2662707,4459925,KXNCAAMBGAME,,KXNCAAMBGAME-26MAR20AKRTTU,Akron at Texas Tech,2026-03-20T20:00:00Z,,Akron vs Texas Tech,both_mm,Akron vs Texas Tech,Texas Tech,Texas Tech,0.01,069bd435-f2ac-4f84-9c80-acbcac515bab,game_winner,,,Akron,5325414,2026-03-15T22:47:00Z,Texas Tech,Texas Tech,kalshi,,,2026-03-20T18:54:01Z,closed,Akron,Akron,KXNCAAMBGAME-26MAR20AKRTTU-AKR,Akron at Texas Tech Winner?,8919850,,,Akron
Akron,Akron,2026-04-03T17:00:00Z,,2880408,4461406,KXNCAAMBGAME,,KXNCAAMBGAME-26MAR20AKRTTU,Akron at Texas Tech,2026-03-20T20:00:00Z,,Akron vs Texas Tech,both_mm,Akron vs Texas Tech,Texas Tech,Texas Tech,0.99,55720ca4-3d8c-4988-98b1-6e506fef015d,game_winner,,,Texas Tech,5760816,2026-03-15T22:47:00Z,Akron,Akron,kalshi,,,2026-03-20T18:54:01Z,closed,Texas Tech,Texas Tech,KXNCAAMBGAME-26MAR20AKRTTU-TTU,Akron at Texas Tech Winner?,8922812,,,Texas Tech
Illinois,Illinois,2026-04-05T00:25:05Z,2026-04-05T00:25:05Z,10790210,17924755,KXNCAAMBGAME,,KXNCAAMBGAME-26APR04ILLCONN,Illinois at UConn,2026-04-05T01:09:00Z,,Illinois vs UConn,both_mm,Illinois vs UConn,UConn,UConn,0.99,8e6faeaf-3805-47b4-8f67-24d7a551bbdf,game_winner,,,UConn,21580420,2026-03-30T00:27:00Z,Illinois,Illinois,kalshi,yes,,2026-04-05T00:30:14Z,closed,UConn,UConn,KXNCAAMBGAME-26APR04ILLCONN-CONN,Illinois at UConn Winner?,35849510,,,UConn
Illinois,Illinois,2026-04-05T00:25:05Z,2026-04-05T00:25:05Z,12825951,20253884,KXNCAAMBGAME,,KXNCAAMBGAME-26APR04ILLCONN,Illinois at UConn,2026-04-05T01:09:00Z,,Illinois vs UConn,both_mm,Illinois vs UConn,UConn,UConn,0.01,1582323c-40dd-43f8-8dcb-e090359472d5,game_winner,,,Illinois,25651902,2026-03-30T00:27:00Z,UConn,UConn,kalshi,no,,2026-04-05T00:30:14Z,closed,Illinois,Illinois,KXNCAAMBGAME-26APR04ILLCONN-ILL,Illinois at UConn Winner?,40507768,,,Illinois
