market_id,condition_id,question_id,token_id,question,title,event_id,event_title,event_slug,slug,status,outcomes,volume,liquidity,best_bid,best_ask,last_trade_price,start_date,end_date,team_a,team_b,game_classification,reject_reason
2268388,0x0ca29cfddcb089006c4f0126280825da9d63d976272c9bba37d9d100774b3a7e,0xdb0d510998d406ab2e8cdaf4baf07c8cb3422166b49943c501f224b106359054,,,Pittsburgh Pirates vs. St. Louis Cardinals,488067,Pittsburgh Pirates vs. St. Louis Cardinals,mlb-pit-stl-2026-05-21,mlb-pit-stl-2026-05-21,closed,"[{'label': 'Pittsburgh Pirates', 'token_id': '114460009478015867831971582044774423623977847673045790924032449197461603103761', 'predexon_id': 'px-gfh2gx2jmenf', 'price': 1.0}, {'label': 'St. Louis Cardinals', 'token_id': '68129590604414429477610702654946995566648421089296239486434989015653709812053', 'predexon_id': 'px-nzmkdfrbkl3q', 'price': 0.0}]",,,,,,,,Pittsburgh Pirates,Saint Louis,mixed_one_mm_one_not,not_cbb
941091,0x067ce84d419e3269ef1055e1c396cfae0bc9bc41a9f7f5db37eacdd8bddf71cd,0xad511376ddde5f06446870654be0dcff449ce429993d4ebc6c7240a89ddf5602,,,Troy vs. Jacksonville State,105894,Troy vs. Jacksonville State,cfb-troy-jaxst-2025-12-16,cfb-troy-jaxst-2025-12-16,closed,"[{'label': 'Troy', 'token_id': '10834294736685439735304990214097225195432550300210918184250892802881707158460', 'predexon_id': 'px-fag6qewai4dr', 'price': 0.0}, {'label': 'Jacksonville State', 'token_id': '12992646636861004421424946993453857359413353170712425368193430999881174992024', 'predexon_id': 'px-l7nxuc76kvli', 'price': 1.0}]",,,,,,,,Troy,Jacksonville State,mixed_one_mm_one_not,not_cbb
652778,0x8b29c0e793df39a48cbe5be8747ec7eca40350e4a029b8fa760413803b5f272b,0x583d127b84c20976ea45636694c904d37e5e4fd87fb0c31b8a8f11053c3a6db4,,,UAB Blazers vs. UConn,66591,UAB Blazers vs. UConn,cfb-uab-uconn-2025-11-01,cfb-uab-uconn-2025-11-01,closed,"[{'label': 'UAB Blazers', 'token_id': '5997398863489011553826652135373850594837188802602079517555456251510769236341', 'predexon_id': 'px-kgd4slsub3y6', 'price': 0.0}, {'label': 'UConn', 'token_id': '114423252369998820653854000016116474285096805362809535827990322383158575443', 'predexon_id': 'px-o2xbyu7msgkw', 'price': 1.0}]",,,,,,,,UAB Blazers,UConn,mixed_one_mm_one_not,not_cbb
1160021,0x5d7ebc8c71ce35f2cb5bed39611edb1755253186dec6d7ea2a147eeeec95987f,0x224de345ca663db7da3d304505fd848d6974106395eda80e0d729fea66eb134b,,,Texas Southern Tigers vs. Alcorn State Braves,157650,Texas Southern Tigers vs. Alcorn State Braves,cbb-txs-alcst-2026-01-17,cbb-txs-alcst-2026-01-17,closed,"[{'label': 'Texas Southern Tigers', 'token_id': '28414227786275130150876040735148670533482405409015374157283845064842197328850', 'predexon_id': 'px-g34jpf45pwcv', 'price': 1.0}, {'label': 'Alcorn State Braves', 'token_id': '37105358477684943974045606837257136606438754083239072607369537755296209358766', 'predexon_id': 'px-57pfdwfpgkru', 'price': 0.0}]",,,,,,,,Texas,Alcorn State Braves,mixed_one_mm_one_not,outside_date_window
1711534,0x747d46dd645cc2ba6fd558c4487b2e476954a24e3c5dcc202b9d8063306429f2,0x16c1381a576a71c26ddad27e827ed0f7125016685abbc2d672ae9ac0287a9187,,,Kansas City Royals vs. Atlanta Braves,305262,Kansas City Royals vs. Atlanta Braves,mlb-kc-atl-2026-03-27,mlb-kc-atl-2026-03-27,closed,"[{'label': 'Kansas City Royals', 'token_id': '59814106116398024288385482600952887734145618111295259813937679958187730599900', 'predexon_id': 'px-ekbopugaktyh', 'price': 0.0}, {'label': 'Atlanta Braves', 'token_id': '54835771362562871227367128462948123927198199818314332902553377985544534998908', 'predexon_id': 'px-ttl2liw4p5oh', 'price': 1.0}]",,,,,,,,Kansas,Atlanta Braves,mixed_one_mm_one_not,not_cbb
2443680,0x5b1e3bbbc177f124ae80e0919243ecbb4d00c1418dea343879204536465fff86,0x81545118630704c61d394fd479b71b938ee4c1b03c3938f2f72aa4d45aab1920,,,St. Louis Cardinals vs. New York Mets,562080,St. Louis Cardinals vs. New York Mets,mlb-stl-nym-2026-06-11,mlb-stl-nym-2026-06-11,closed,"[{'label': 'St. Louis Cardinals', 'token_id': '64232115208457892838047344850434103383478267006475418323473233749364699649033', 'predexon_id': 'px-7szod57frlf2', 'price': 0.0}, {'label': 'New York Mets', 'token_id': '16315978056144400715986752304043384603448640923293425508305159935188536936338', 'predexon_id': 'px-ck7xbxhjugia', 'price': 1.0}]",,,,,,,,Saint Louis,New York Mets,mixed_one_mm_one_not,not_cbb
673130,0x328a3a60f900117191ce2c7642a4e13c078cc79eb7ff79c29b7e6ee873b2f5a0,0xa00e1e609512d6282d2a2bb38776754bbb7e9204ee2648f1dc3e0beaa5b25e8d,,,Kent State Golden Flashes vs. Akron,77147,Kent State Golden Flashes vs. Akron,cfb-kentst-akron-2025-11-11,cfb-kentst-akron-2025-11-11,closed,"[{'label': 'Kent State Golden Flashes', 'token_id': '2526822079651454624535784089214727628060786444315270204458499337168426947293', 'predexon_id': 'px-byuog72ff46d', 'price': 1.0}, {'label': 'Akron', 'token_id': '21366453365916463756751489254197551423331903931798095522548925774579066681768', 'predexon_id': 'px-fxdmvy57hwiq', 'price': 0.0}]",,,,,,,,Kent State Golden Flashes,Akron,mixed_one_mm_one_not,not_cbb
1877573,0xb17a25f289d2fa2cd8320e3776016ccc0eefe5bfa9a00c857d6bec621db4d407,0xbe2a533c85977d552e02b813367a39c8793334b6338dc6727082d9fe93dab277,,,Arizona Diamondbacks vs. Philadelphia Phillies,346758,Arizona Diamondbacks vs. Philadelphia Phillies,mlb-ari-phi-2026-04-11,mlb-ari-phi-2026-04-11,closed,"[{'label': 'Arizona Diamondbacks', 'token_id': '4931042854470791933974732960604667881015164811129239347625051166194287216857', 'predexon_id': 'px-nnqgp4da4gvv', 'price': 0.0}, {'label': 'Philadelphia Phillies', 'token_id': '90123270813109776910574089159277183295440722951796823158441289748652861612363', 'predexon_id': 'px-i72heu65dqgc', 'price': 1.0}]",,,,,,,,Arizona,Philadelphia Phillies,mixed_one_mm_one_not,not_cbb
1760063,0x3c3a8f30ed7627a14478a57b1aa820b5775fb71e2a1774496ebbdbabb8f09784,0x669d8924913bd419c1029248fc92d2f55c05a80201373007b4b5962b467d00fe,,,Milwaukee Brewers vs. Kansas City Royals,317810,Milwaukee Brewers vs. Kansas City Royals,mlb-mil-kc-2026-04-03,mlb-mil-kc-2026-04-03,closed,"[{'label': 'Milwaukee Brewers', 'token_id': '17960374439355496271516405018908893144700745878117386222169799952410915079892', 'predexon_id': 'px-6fht3qmrozmr', 'price': 0.0}, {'label': 'Kansas City Royals', 'token_id': '80389557553664115756725687419643989089479946673428412925117512575714036886848', 'predexon_id': 'px-pwpd3slnngsk', 'price': 1.0}]",,,,,,,,Milwaukee Brewers,Kansas,mixed_one_mm_one_not,not_cbb
2470076,0xb6543fe370d7fd8cec63fcf47b7ed14bbcd58b22ba5e2d0e04c8a6fbe05cafde,0x2602d0623bd79d42d30b09d5cd5dd4dc17deb3e7235f85d82444c63624f0b504,,,Texas Rangers vs. Boston Red Sox,572669,Texas Rangers vs. Boston Red Sox,mlb-tex-bos-2026-06-14,mlb-tex-bos-2026-06-14,closed,"[{'label': 'Texas Rangers', 'token_id': '59281379607788557952165459010735887322890682446315560517465684707184848970924', 'predexon_id': 'px-km7ldfjmrir6', 'price': 1.0}, {'label': 'Boston Red Sox', 'token_id': '63895832171922786430686702620759519277506715478689823059441065885067228477301', 'predexon_id': 'px-ppb7v7jkotsi', 'price': 0.0}]",,,,,,,,Texas,Boston Red Sox,mixed_one_mm_one_not,not_cbb
2022792,0x9f47588324f2d6283e3e4c1240260afc5952a28b254a479bccc59598b20c9fcb,0xe53d85d6dc53fbee987f363a1262ed577134199528a6053411606c0904de0337,,,Los Angeles Angels vs. Kansas City Royals,395664,Los Angeles Angels vs. Kansas City Royals,mlb-laa-kc-2026-04-25,mlb-laa-kc-2026-04-25,closed,"[{'label': 'Los Angeles Angels', 'token_id': '103811771989974959294443036969940181487299171429271996940739314474721928449696', 'predexon_id': 'px-s53lnaxqs6fp', 'price': 0.0}, {'label': 'Kansas City Royals', 'token_id': '87431014222602936306217590367897683893562920839648604683297799264035065866746', 'predexon_id': 'px-zludktpvdntq', 'price': 1.0}]",,,,,,,,Los Angeles Angels,Kansas,mixed_one_mm_one_not,not_cbb
1167537,0x94dc55cd9fe50cd3081502d608d99d74123ab1eaf139f05e6f2197b18535bfca,0x0eadf81a3f47f14b08e4bc9834ac4c77895b89178b5932e6e0a08de056b9d801,,,Penn State Nittany Lions vs. Maryland Terrapins,159771,Penn State Nittany Lions vs. Maryland Terrapins,cbb-pennst-mary-2026-01-18,cbb-pennst-mary-2026-01-18,closed,"[{'label': 'Penn State Nittany Lions', 'token_id': '19720515821515797040963584073613999513108298131699469748695726281324750625249', 'predexon_id': 'px-ssfjid6mrb4j', 'price': 0.0}, {'label': 'Maryland Terrapins', 'token_id': '5169707085996429478558089641945840189779239335323061187060468391169853579605', 'predexon_id': 'px-xif7jgmtqslr', 'price': 1.0}]",,,,,,,,Penn,Maryland Terrapins,mixed_one_mm_one_not,outside_date_window
517470,0x4e497eadb192f90c118d295bc83f865c5844700d11879aa9a099226a7327d4fb,0x6b6e713250d06ac07d390894fc43412430bccccbf9da06327baafb748e8fc293,,,Notre Dame vs. Penn State,16401,Notre Dame vs. Penn State,cfb-ndame-psu-2025-01-09,cfb-ndame-psu-2025-01-09,closed,"[{'label': 'Notre Dame', 'token_id': '22590918842309486495490508786581172174559730278567758461198135791039659082129', 'predexon_id': 'px-lskifjcfr3mw', 'price': 1.0}, {'label': 'Penn State', 'token_id': '85071132408483929521311540258994869577715412892586374412275736548705742491035', 'predexon_id': 'px-zxcegeib7aqd', 'price': 0.0}]",,,,,,,,Notre Dame,Penn,mixed_one_mm_one_not,not_cbb
635394,0xf4bcf5c7ebf00579f4f4e707401721e008c6e177432df16f65e9d46e2dded8b7,0xe702bf6e7da73dfa3e76335d6748026f6dd084770ff81825e0d8c5d2c57d1af9,,,Utah vs. BYU,59355,Utah vs. BYU,cfb-utah-byu-2025-10-19,cfb-utah-byu-2025-10-19,closed,"[{'label': 'Utah', 'token_id': '61247516115237450579851907099300213201681078579830658045913453372806393418140', 'predexon_id': 'px-kmkuksby2lsa', 'price': 0.0}, {'label': 'BYU', 'token_id': '50889436340810128264291291100542888064059004956870738182862306685370214901538', 'predexon_id': 'px-7brwnawwso3h', 'price': 1.0}]",,,,,,,,Utah,BYU,mixed_one_mm_one_not,not_cbb
